source	target
Proliferating cell_TOP2A high	"primordial germ cell:primitive red blood cell:luteal cell:stromal cell of ovarian medulla:|||:type I pneumocyte:type G enteroendocrine cell:kidney granular cell:natural killer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:motilin secreting cell:supporting cell of cochlea:|||:type N enteroendocrine cell:type D enteroendocrine cell:parafollicular cell:B cell"
Proliferating cell_UBE2C  high	"calvarial osteoblast:|||:type G enteroendocrine cell:kidney granular cell:natural killer cell:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:ghrelin secreting cell:supporting cell of cochlea:|||:type I pneumocyte:Feyrter cell:B cell:M cell of gut"
Proliferating cell_UBE2C high	"leptomeningeal cell:ectodermal cell:neural cell:neuronal stem cell:|||:type I pneumocyte:type G enteroendocrine cell:natural killer cell:kidney granular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:motilin secreting cell:ghrelin secreting cell:|||:T cell:Feyrter cell:B cell:type N enteroendocrine cell"
Proliferating cell_UBE2C_high	"leptomeningeal cell:ectodermal cell:neural cell:neuronal stem cell:|||:type G enteroendocrine cell:type I pneumocyte:natural killer cell:kidney granular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:motilin secreting cell:ghrelin secreting cell:|||:T cell:type D enteroendocrine cell:B cell:nodal myocyte"
Proliferating endothelial cell	"primitive red blood cell:primordial germ cell:epicardial adipocyte:gestational hematopoietic stem cell:|||:endothelial cell:gut endothelial cell:glial cell:vein endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:circulating endothelial cell:aortic endothelial cell:splenic endothelial cell:endothelial cell of artery:|||:type I pneumocyte:endothelial tip cell:mesothelial cell:urothelial cell"
Proliferating fibroblast	"embryonic fibroblast:primitive red blood cell:cardiac muscle myoblast:mesodermal cell:|||:fibroblast:skin fibroblast:ooblast:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic fibroblast:ovarian fibroblast:pericardium fibroblast:perijunctional fibroblast:|||:type I pneumocyte:glioblast:type II pneumocyte:mature neutrophil"
Proliferating lung mesenchyme cell_HIST1H4C high	"epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:pneumocyte:|||:type I pneumocyte:Be cell:parafollicular cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vertebral mesenchymal stem cell:meso-epithelial cell:angioblastic mesenchymal cell:hepatic mesenchymal stem cell:|||:Feyrter cell:nodal myocyte:T cell:B cell"
Proliferating lung mesenchyme cell_UBE2C high	"epithelial cell of lung:brush cell of lobular bronchiole:serous cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:|||:type I pneumocyte:Be cell:type G enteroendocrine cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:meso-epithelial cell:nephrogenic mesenchyme stem cell:vertebral mesenchymal stem cell:hepatic mesenchymal stem cell:|||:type N enteroendocrine cell:parafollicular cell:M cell of gut:nodal myocyte"
Proliferating mesothelial cell	"mesodermal cell:mesothelial cell of parietal pleura:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:mesothelial cell:glial cell:endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesothelial cell of pleura:mesothelial cell of peritoneum:circulating endothelial cell:periperhal blood mesothelial cell:|||:urothelial cell:epithelial cell:Kolmer-Agduhr neuron:T cell"
Proliferating monocyte	"chorionic membrane mesenchymal stem cell:mesodermal cell:|||:monocyte:CD14-positive monocyte:type I pneumocyte:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:promonocyte:intermediate monocyte:plasmacytoid dendritic cell:|||:oenocyte:primordial germ cell:ionocyte:group 2 innate lymphoid cell"
Proliferating radial glia	"oligodendrocyte:leptomeningeal cell:neuron of the substantia nigra:fibroblast of choroid plexus:|||:type I pneumocyte:neutrophil:type II pneumocyte:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:radial glial cell:immature microglial cell:prolactin secreting cell:protein secreting cell:|||:Fraction C precursor B cell:Fraction A pre-pro B cell:Fraction B precursor B cell:alpha-beta intraepithelial T cell"
Proliferating smooth muscle cell	"epithelial cell of lung:mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:|||:type I pneumocyte:muscle cell:smooth muscle cell:uterine smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:aortic smooth muscle cell:enteric smooth muscle cell:bronchial smooth muscle cell:ureter smooth muscle cell:|||:Be cell:type N enteroendocrine cell:type D enteroendocrine cell:B cell"
Proliferating stromal cell	"Leydig cell:primordial germ cell:primitive red blood cell:gestational hematopoietic stem cell:|||:stromal cell:type I pneumocyte:Kolmer-Agduhr neuron:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prostate stromal cell:stromal cell of ovary:stromal cell of endometrium:mesenchymal stem cell:|||:type D enteroendocrine cell:nodal myocyte:Feyrter cell:parafollicular cell"
Proximal progenitor cell	"mesodermal cell:pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:|||:pro-T cell:pro-B cell:Tr1 cell:hepatic stellate cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:neutrophil progenitor cell:lymphoid lineage restricted progenitor cell:basophil progenitor cell:|||:R4 photoreceptor cell:R7 photoreceptor cell:R8 photoreceptor cell:R6 photoreceptor cell"
Proximal progenitor cell_GRP high	"serous cell of epithelium of lobular bronchiole:epithelial cell of lung:mesodermal cell:pneumocyte:|||:hepatic stellate cell:pro-T cell:pro-B cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:neutrophil progenitor cell:basophil progenitor cell:lymphoid lineage restricted progenitor cell:|||:R3 photoreceptor cell:R6 photoreceptor cell:R1 photoreceptor cell:R5 photoreceptor cell"
Proximal progenitor cell_SCGB3A2 high	"serous cell of epithelium of lobular bronchiole:epithelial cell of lung:mesodermal cell:pneumocyte:|||:pro-T cell:pro-B cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:neutrophil progenitor cell:mesenchymal stem cell:basophil progenitor cell:|||:R2 photoreceptor cell:R3 photoreceptor cell:R1 photoreceptor cell:R5 photoreceptor cell"
Proximal tubule cell	"kidney cortex tubule cell:kidney proximal straight tubule epithelial cell:parietal epithelial cell:kidney corpuscule cell:|||:epithelial cell of proximal tubule:Be cell:parafollicular cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary cultured cell:kidney tubule cell:bronchial goblet cell:stem cell of epidermis:|||:brush border cell of the proximal tubule:type D enteroendocrine cell:nodal myocyte:Feyrter cell"
Proximal tubule cell_ALDOB high	"kidney proximal straight tubule epithelial cell:kidney cortex tubule cell:parietal epithelial cell:epithelial cell of glomerular capsule:|||:Be cell:type D enteroendocrine cell:parafollicular cell:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of proximal tubule:primary cultured cell:bronchial goblet cell:kidney tubule cell:|||:B cell:M cell of gut:Feyrter cell:nodal myocyte"
Proximal tubule cell_MT1G high	"kidney proximal straight tubule epithelial cell:kidney cortex tubule cell:parietal epithelial cell:kidney corpuscule cell:|||:Be cell:M cell of gut:Feyrter cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of proximal tubule:primary cultured cell:bronchial goblet cell:immature NK T cell stage I:|||:nodal myocyte:T cell:type N enteroendocrine cell:type D enteroendocrine cell"
Proximal tubule cell_SOX4 high	"kidney proximal straight tubule epithelial cell:kidney cortex tubule cell:parietal epithelial cell:extraglomerular mesangial cell:|||:Be cell:nodal myocyte:type G enteroendocrine cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of proximal tubule:primary cultured cell:bronchial goblet cell:kidney tubule cell:|||:B cell:M cell of gut:Feyrter cell:type D enteroendocrine cell"
Proximal tubule progenitor cell	"kidney proximal straight tubule epithelial cell:parietal epithelial cell:arcuate artery cell:epithelial cell of glomerular capsule:|||:pro-T cell:pro-B cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac muscle myoblast:retinal progenitor cell:preosteoblast:epithelial cell of proximal tubule:|||:R4 photoreceptor cell:R5 photoreceptor cell:R6 photoreceptor cell:R7 photoreceptor cell"
Purkinje cell	"neuronal stem cell:neural cell:leptomeningeal cell:ectodermal cell:|||:Purkinje cell:Be cell:kidney granular cell:T cell:|||:Purkinje cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Purkinje myocyte:apocrine cell:kidney cell:paracrine cell"
Radial glia	"neural cell:oligodendrocyte:ectodermal cell:neuronal stem cell:|||:radial glial cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:intraepithelial lymphocyte:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adaxial cell:pericardial nephrocyte:pyramidal neuron:animal cell:|||:gastric cardiac gland goblet cell:epithelial cell of esophageal cardiac gland:scolopidial ligament cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
Radial glia_HES1 high	"choroid plexus epithelial cell:central nervous system macrophage:neuronal stem cell:central nervous system pericyte:|||:radial glial cell:embryonic stem cell:hematopoietic stem cell:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary lens fiber:strial marginal cell:tracheal goblet cell:paraganglial type 1 cell:|||:alpha-beta intraepithelial T cell:type I pneumocyte:intraepithelial lymphocyte:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
Radial glia_HES1_high	"neural cell:choroid plexus epithelial cell:central nervous system macrophage:fibroblast of choroid plexus:|||:radial glial cell:embryonic stem cell:basophil progenitor cell:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial marginal cell:cardiac myoblast:retinal ganglion cell:myelinating Schwann cell:|||:alpha-beta intraepithelial T cell:hematopoietic stem cell:CD4-positive, alpha-beta intraepithelial T cell:intraepithelial lymphocyte"
Retinal pigment epithelal cell	"retinal cell:|||:retinal pigment epithelial cell:pigmented epithelial cell:epithelial cell:mature natural killer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:iris pigment epithelial cell:intestinal epithelial cell:parietal epithelial cell:mammary gland epithelial cell"
Retinal pigment epithelal cell_MLANA high	"retinal cell:|||:retinal pigment epithelial cell:epithelial cell:pigmented epithelial cell:mature natural killer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:iris pigment epithelial cell:intestinal epithelial cell:parietal epithelial cell:renal cortical epithelial cell:|||:Kolmer-Agduhr neuron:lens epithelial cell:type G enteroendocrine cell:parafollicular cell"
Retinal progenitor cell_ATP1A2 high	"retinal cell:|||:retinal progenitor cell:pro-T cell:pro-B cell:hepatic stellate cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil progenitor cell:eosinophil progenitor cell:erythroid progenitor cell:mesenchymal stem cell:|||:Tr1 cell:R5 photoreceptor cell:R4 photoreceptor cell:R8 photoreceptor cell"
Retinal progenitor cell_FABP7 high	"retinal cell:|||:retinal progenitor cell:Tr1 cell:hepatic stellate cell:pro-T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil progenitor cell:eosinophil progenitor cell:mesenchymal stem cell:erythroid progenitor cell:|||:pro-B cell:R4 photoreceptor cell:R1 photoreceptor cell:R2 photoreceptor cell"
S-shaped body cell	"arcuate artery cell:kidney blood vessel cell:extraglomerular mesangial cell:papillary tips cell:|||:pigmented ciliary epithelial cell:double-positive, alpha-beta thymocyte:type D enteroendocrine cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fat body cell:enucleate erythrocyte:erythrocyte:nucleate erythrocyte:|||:Feyrter cell:nodal myocyte:type G enteroendocrine cell:parafollicular cell"
S-shaped body cell_CFAP126 high	"kidney blood vessel cell:arcuate artery cell:extraglomerular mesangial cell:kidney cortex artery cell:|||:pigmented ciliary epithelial cell:double-positive, alpha-beta thymocyte:B cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fat body cell:enucleate erythrocyte:nucleate erythrocyte:erythrocyte:|||:type N enteroendocrine cell:T cell:nodal myocyte:type G enteroendocrine cell"
S-shaped body cell_LINC01158 high	"arcuate artery cell:kidney blood vessel cell:kidney medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:|||:pigmented ciliary epithelial cell:double-positive, alpha-beta thymocyte:nodal myocyte:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fat body cell:enucleate erythrocyte:nucleate erythrocyte:erythrocyte:|||:type N enteroendocrine cell:type G enteroendocrine cell:T cell:parafollicular cell"
S-shaped body medial cell	"kidney medulla cell:kidney blood vessel cell:kidney outer medulla cell:epithelial cell of glomerular capsule:|||:pigmented ciliary epithelial cell:Kolmer-Agduhr neuron:B cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ependymal cell:endodermal cell:brush border epithelial cell:stratified cuboidal epithelial cell:|||:M cell of gut:parafollicular cell:Feyrter cell:type G enteroendocrine cell"
Secretory epithelial cell	"serous cell of epithelium of trachea:basal cell of epithelium of trachea:tracheal goblet cell:mesodermal cell:|||:epithelial cell:glial cell:myoepithelial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:sensory epithelial cell:respiratory epithelial cell:ecto-epithelial cell:olfactory epithelial cell:|||:mammary gland epithelial cell:Kolmer-Agduhr neuron:duct epithelial cell:epithelioid macrophage"
Sertoli cell_DLK1 high	"Leydig cell:primitive red blood cell:primordial germ cell:seminiferous tubule epithelial cell:|||:Sertoli cell:type G enteroendocrine cell:B cell:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:secretory cell:serous secreting cell:glial cell:stromal cell:|||:nodal myocyte:M cell of gut:parafollicular cell:type D enteroendocrine cell"
Sinusoidal endothelial cell	"endothelial cell of hepatic sinusoid:mesodermal cell:intrahepatic cholangiocyte:epithelial cell of alimentary canal:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endocardial cell:vein endothelial cell:splenic endothelial cell:corneal endothelial cell"
Sinusoidal endothelial cell_FCN1 high	"endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:mesodermal cell:intrahepatic cholangiocyte:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endocardial cell:vein endothelial cell:splenic endothelial cell:blood vessel endothelial cell:|||:Kolmer-Agduhr neuron:gut endothelial cell:type G enteroendocrine cell:nodal myocyte"
Smooth muscel cell	"uterine smooth muscle cell:epithelial cell of cervix:epithelial cell of uterus:columnar cell of endocervix:|||:smooth muscle cell:muscle cell:Be cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ureter smooth muscle cell:aortic smooth muscle cell:enteric smooth muscle cell:smooth muscle cell of cecum"
Smooth muscle cell	adrenal medulla chromaffin cell:|||:muscle cell:smooth muscle cell:Be cell:Feyrter cell:|||:smooth muscle cell:cartwheel heterochromatin:basophilic metamyelocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:aortic smooth muscle cell:ureter smooth muscle cell:fast muscle cell:uterine smooth muscle cell
Smooth muscle cell_ACTA2 high	"cell of skeletal muscle:adaxial cell:|||:smooth muscle cell:muscle cell:uterine smooth muscle cell:aortic smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of rectum:smooth muscle cell of the esophagus:smooth muscle cell neural crest derived:|||:Be cell:B cell:parafollicular cell:T cell"
Smooth muscle cell_ACTG2 high	"adrenal medulla chromaffin cell:|||:muscle cell:smooth muscle cell:Be cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of rectum:smooth muscle cell of the esophagus:smooth muscle cell of cecum:|||:type D enteroendocrine cell:Feyrter cell:T cell:type N enteroendocrine cell"
Smooth muscle cell_ADIRF high	"adrenal medulla chromaffin cell:|||:smooth muscle cell:muscle cell:Be cell:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of bladder:smooth muscle cell of colon:smooth muscle cell of cecum:|||:M cell of gut:nodal myocyte:type D enteroendocrine cell:type G enteroendocrine cell"
Smooth muscle cell_CCL19 high	"tracheal goblet cell:mesodermal cell:serous cell of epithelium of trachea:dense-core granulated cell of epithelium of trachea:|||:muscle cell:smooth muscle cell:Be cell:uterine smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of colon:smooth muscle cell of cecum:smooth muscle cell of trachea:smooth muscle cell of rectum:|||:M cell of gut:parafollicular cell:type N enteroendocrine cell:T cell"
Smooth muscle cell_CCL4L2 high	"adrenal medulla chromaffin cell:|||:smooth muscle cell:muscle cell:Be cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of cecum:smooth muscle cell of colon:smooth muscle cell of trachea:ciliary muscle cell:|||:nodal myocyte:parafollicular cell:M cell of gut:type N enteroendocrine cell"
Smooth muscle cell_CYCS high	"smooth muscle cell of the pulmonary artery:mesodermal cell:gestational hematopoietic stem cell:cardiac muscle myoblast:|||:muscle cell:smooth muscle cell:aortic smooth muscle cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of cecum:smooth muscle cell of trachea:smooth muscle cell of colon:ciliary muscle cell:|||:B cell:M cell of gut:Feyrter cell:type D enteroendocrine cell"
Smooth muscle cell_MYL9 high	"myometrial cell:stromal cell of endometrium:placental hematopoietic stem cell:epithelial cell of cervix:|||:smooth muscle cell:muscle cell:ureter smooth muscle cell:uterine smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of colon:smooth muscle cell of cecum:aortic smooth muscle cell:|||:Be cell:Feyrter cell:type G enteroendocrine cell:T cell"
Smooth muscle cell_PDK4 high	"myometrial cell:stromal cell of endometrium:placental hematopoietic stem cell:epithelial cell of cervix:|||:smooth muscle cell:muscle cell:ureter smooth muscle cell:uterine smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of cecum:smooth muscle cell of colon:aortic smooth muscle cell:|||:Be cell:type D enteroendocrine cell:nodal myocyte:parafollicular cell"
Smooth muscle cell_TAGLN high	"adrenal medulla chromaffin cell:|||:muscle cell:smooth muscle cell:Be cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle cell of trachea:smooth muscle cell of colon:smooth muscle cell of the esophagus:smooth muscle cell of prostate:|||:T cell:type G enteroendocrine cell:nodal myocyte:type N enteroendocrine cell"
Soomth muscle cell	"adrenal medulla chromaffin cell:|||:muscle cell:smooth muscle cell:Be cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:slow muscle cell:fast muscle cell:aortic smooth muscle cell:ureter smooth muscle cell"
Spermatocyte	"fetal derived definitive erythrocyte:primitive red blood cell:primordial germ cell:gestational hematopoietic stem cell:|||:spermatocyte:pigmented ciliary epithelial cell:sperm:keratocyte:|||:spermatocyte:cartwheel heterochromatin:CD4-positive, alpha-beta thymocyte:immature B cell:|||:mast cell:keratinocyte:primary spermatocyte:plasmatocyte"
Stomach fundus cell	"gastric goblet cell:mucous cell of stomach:|||:alveolar macrophage:parafollicular cell:type N enteroendocrine cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type D cell of stomach:somatic stem cell:stromal cell:acinar cell:|||:T cell:nodal myocyte:M cell of gut:type D enteroendocrine cell"
Striated muscle cell	"cell of skeletal muscle:adaxial cell:|||:striated muscle cell:muscle cell:red muscle cell:smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:intermediate muscle cell:obliquely striated muscle cell:white muscle cell:fast muscle cell"
Stromal cell	":|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:Feyrter cell:|||:stromal cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type D cell of stomach:blastemal cell:band form neutrophil:stem cell"
Stromal cell 	"pulmonary interstitial fibroblast:leukocyte:cortical thymic epithelial cell:medullary thymic epithelial cell:|||:stromal cell:Kolmer-Agduhr neuron:M cell of gut:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:type D cell of stomach:blastemal cell:band form neutrophil"
Stromal cell_APOD high	"adrenal medulla chromaffin cell:|||:stromal cell:Kolmer-Agduhr neuron:B cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:stromal cell of ovarian cortex:|||:T cell:nodal myocyte:Feyrter cell:M cell of gut"
Stromal cell_ASPN high	"retinal cell:|||:stromal cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell:stromal cell of pancreas:stromal cell of ovary:stromal cell of ovarian cortex:|||:Feyrter cell:M cell of gut:T cell:B cell"
Stromal cell_CLEC3B high	"gastric goblet cell:mucous cell of stomach:|||:stromal cell:Kolmer-Agduhr neuron:T cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of pancreas:stromal cell of endometrium:mesenchymal stem cell:|||:parafollicular cell:Feyrter cell:B cell:M cell of gut"
Stromal cell_COL1A1 high	"mesodermal cell:chorionic membrane mesenchymal stem cell:|||:stromal cell:Kolmer-Agduhr neuron:B cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:stromal cell of ovarian cortex:|||:type D enteroendocrine cell:Feyrter cell:type N enteroendocrine cell:type G enteroendocrine cell"
Stromal cell_COL3A1 high	"mesodermal cell:urothelial cell of trigone of urinary bladder:primordial germ cell:bladder urothelial cell:|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:stromal cell of ovarian cortex:|||:type D enteroendocrine cell:nodal myocyte:type N enteroendocrine cell:parafollicular cell"
Stromal cell_CXCL14 high	"mesodermal cell:mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesenchymal stem cell of abdominal adipose:|||:stromal cell:Kolmer-Agduhr neuron:type N enteroendocrine cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:mesenchymal stem cell:stromal cell of endometrium:stromal cell of pancreas:|||:nodal myocyte:T cell:M cell of gut:type G enteroendocrine cell"
